Category	P	P.adj	fdr_sig	dataset_name	z	adjusted_for	prop_sn_ps	prop_h2	prop_h2_std_error	enrichment	enrichment_std_error	enrichment_p	coefficient	coefficient_std_error
Amygdala excitatory	0.00100508600244242	0.00160813760390787	yes	scz2022_eur	3.088725316210984	Deep-layer corticothalamic and 6b	0.1528769824794138	0.21407815424537255	0.01150379094857649	1.4003295379943808	0.07524867878737455	4.3380321973149115e-7	1.5900296150005004e-8	5.1478504956569894e-9
Amygdala excitatory	0.01025027137939538	0.01171459586216614	yes	scz2022_eur	2.317058546048539	Deep-layer intratelencephalic	0.1528769824794138	0.21376292009963377	0.01137386975763361	1.3982675261687532	0.07439883737347579	3.807805519158383e-7	1.11345368417402e-8	4.805462020253565e-9
Amygdala excitatory	8.530335831221647e-4	0.00160813760390787	yes	scz2022_eur	3.1371364354005564	Eccentric medium spiny neuron	0.1528769824794138	0.2143402492685866	0.01162075543956505	1.402043955815581	0.07601376774381251	4.637157413274742e-7	1.5435769669948503e-8	4.92033738021905e-9
Amygdala excitatory	0.01482119875732279	0.01482119875732279	yes	scz2022_eur	2.1748361437450248	Hippocampal CA1-3	0.1528769824794138	0.2140999947034692	0.01158405913535323	1.4004724009534897	0.07577372961893156	4.97468144691334e-7	1.2388135704918338e-8	5.69612370134065e-9
Amygdala excitatory	9.932467154405431e-4	0.00160813760390787	yes	scz2022_eur	3.0922442227737275	Hippocampal CA4	0.1528769824794138	0.21344069851161507	0.01157680637549329	1.3961598080362208	0.07572628781479393	6.237885182119559e-7	1.5368624309525062e-8	4.970055145172033e-9
Amygdala excitatory	2.0444771151750807e-4	8.177908460700323e-4	yes	scz2022_eur	3.534274988799461	LAMP5-LHX6 and Chandelier	0.1528769824794138	0.21361343133914193	0.011603966497253	1.3972896892304032	0.07590394779551313	5.979182495864083e-7	1.7610844186156062e-8	4.982873217835886e-9
Amygdala excitatory	0.00492964126023465	0.0065728550136462	yes	scz2022_eur	2.5807259096317754	Upper-layer intratelencephalic	0.1528769824794138	0.21401708664548	0.01158358972433919	1.39993008217767	0.07577065910428359	5.13100393624467e-7	1.4251213097111435e-8	5.522172286457511e-9
CGE interneuron	1.655834136782275e-5	2.207778849043033e-5	yes	scz2022_eur	4.15090250083743	Amygdala excitatory	0.12305912323425695	0.18343955753067	0.0093323765349283	1.490661990021431	0.07583652710708066	6.678556860493691e-10	2.023178301545193e-8	4.874068473391086e-9
CGE interneuron	6.060389621476148e-6	1.969251540359096e-5	yes	scz2022_eur	4.375403973805121	Deep-layer corticothalamic and 6b	0.12305912323425695	0.18331156267297488	0.00923368382900113	1.4896218813782751	0.0750345328840331	5.12134991681155e-10	2.071011135414584e-8	4.7333026797374886e-9
CGE interneuron	1.0134232389935605e-5	1.969251540359096e-5	yes	scz2022_eur	4.261912676520688	Deep-layer intratelencephalic	0.12305912323425695	0.18396499627258545	0.00912035973313119	1.4949317973149154	0.07411364142233942	2.118510854205324e-10	2.011011155388133e-8	4.718564898025712e-9
CGE interneuron	5.743003413394287e-5	5.743003413394287e-5	yes	scz2022_eur	3.856844735394021	Eccentric medium spiny neuron	0.12305912323425695	0.18352282431158895	0.00927909250220315	1.4913386304746583	0.0754035317197844	5.180085403632742e-10	1.8990754438684043e-8	4.9239095015692725e-9
CGE interneuron	1.230782212724435e-5	1.969251540359096e-5	yes	scz2022_eur	4.218295171549205	Hippocampal CA1-3	0.12305912323425695	0.18296987829664568	0.00928296260686632	1.486845294260238	0.07543498086846562	6.307651904189797e-10	2.0181894702337996e-8	4.784372330902112e-9
CGE interneuron	5.8351122980138115e-6	1.969251540359096e-5	yes	scz2022_eur	4.383659288492929	Hippocampal CA4	0.12305912323425695	0.18323573510220853	0.00922358858061515	1.4890056932503783	0.07495249712658048	4.3137153836298854e-10	2.0744125419729532e-8	4.732148201887563e-9
CGE interneuron	2.9297589408949776e-5	3.348295932451403e-5	yes	scz2022_eur	4.018397940764619	LAMP5-LHX6 and Chandelier	0.12305912323425695	0.1828849235445155	0.0091394743547886	1.4861549370571518	0.07426897018752995	4.053028133830667e-10	1.8738616932017232e-8	4.6632058865856505e-9
CGE interneuron	9.76773697225486e-6	1.969251540359096e-5	yes	scz2022_eur	4.270134936479334	Upper-layer intratelencephalic	0.12305912323425695	0.18308634481528616	0.00914782293626324	1.4877917216000365	0.07433681222357914	4.1130887622820734e-10	2.0198760085991345e-8	4.730239298396725e-9
Deep-layer corticothalamic and 6b	0.02309327401689631	0.03065209684926171	yes	scz2022_eur	1.993684466098292	Amygdala excitatory	0.14169744507737506	0.1919195251487354	0.01030584626339985	1.354431796874927	0.07273134852764822	3.037498884558462e-6	9.924270020367576e-9	4.977853912755668e-9
Deep-layer corticothalamic and 6b	0.00143309171928829	0.0057323668771531696	yes	scz2022_eur	2.981736744906676	CGE interneuron	0.14169744507737506	0.19186613037203287	0.01022645241000219	1.354054974436997	0.07217104305880712	2.5962805452452775e-6	1.3737153385434137e-8	4.6070979971318994e-9
Deep-layer corticothalamic and 6b	0.1096366524254867	0.1096366524254867	no	scz2022_eur	1.228462749038474	Deep-layer intratelencephalic	0.14169744507737506	0.1922147804275428	0.01021308856350697	1.356515499080328	0.07207673051500706	2.170301351589395e-6	6.554554674920494e-9	5.335574627762044e-9
Deep-layer corticothalamic and 6b	0.00409671172013004	0.01092456458701344	yes	scz2022_eur	2.643993479977587	Eccentric medium spiny neuron	0.14169744507737506	0.1918809002427756	0.01021466020462609	1.354159209702034	0.0720878220425802	2.4337789359968255e-6	1.2176595865058689e-8	4.605380443359455e-9
Deep-layer corticothalamic and 6b	0.026820584743104	0.03065209684926171	yes	scz2022_eur	1.9297229926328696	Hippocampal CA1-3	0.14169744507737506	0.1922651380964952	0.01028403218248782	1.3568708877672937	0.07257740022674468	2.4392873808487605e-6	9.539915473171657e-9	4.943670935980098e-9
Deep-layer corticothalamic and 6b	0.00848272920584181	0.01696545841168362	yes	scz2022_eur	2.3874554589771573	Hippocampal CA4	0.14169744507737506	0.1913525732835711	0.01024293901331262	1.350430652995059	0.0722873938038853	3.2755853770416616e-6	1.148093241586136e-8	4.808857217709127e-9
Deep-layer corticothalamic and 6b	0.00105132939244589	0.0057323668771531696	yes	scz2022_eur	3.0753355054359286	LAMP5-LHX6 and Chandelier	0.14169744507737506	0.1913958796500131	0.01020034991245431	1.3507362785934482	0.07198683015691866	2.9626689702947784e-6	1.4045568039581732e-8	4.567166091229703e-9
Deep-layer corticothalamic and 6b	0.01601737381435708	0.02562779810297133	yes	scz2022_eur	2.143976776503167	Upper-layer intratelencephalic	0.14169744507737506	0.19213014029695824	0.0103976940945503	1.355918169110558	0.0733795453324692	3.2306340971930997e-6	1.0933654104301716e-8	5.099707340176764e-9
Deep-layer intratelencephalic	8.820821140468338e-4	0.00117610948539577	yes	scz2022_eur	3.127305638506809	Amygdala excitatory	0.13561372880676392	0.2038065718882829	0.01143123246514705	1.50284616226936	0.08429259018041918	3.0497244736751405e-8	1.7796819662528527e-8	5.690783607267103e-9
Deep-layer intratelencephalic	3.288114646915474e-5	1.767499025371322e-4	yes	scz2022_eur	3.991118918718583	CGE interneuron	0.13561372880676392	0.2047874322118401	0.01127799458602831	1.5100789132023775	0.08316263172807772	1.3459051801455077e-8	2.1888374629329966e-8	5.484270219730159e-9
Deep-layer intratelencephalic	6.929366049459595e-4	0.00110869856791353	yes	scz2022_eur	3.1975771772591397	Deep-layer corticothalamic and 6b	0.13561372880676392	0.2042639371267055	0.01147738048498143	1.5062187208034177	0.0846328803578254	2.8074495797139963e-8	2.0315921376433786e-8	6.353535896152455e-9
Deep-layer intratelencephalic	6.628121345142457e-5	1.767499025371322e-4	yes	scz2022_eur	3.8216487276632822	Eccentric medium spiny neuron	0.13561372880676392	0.20452333907008485	0.01141290362717713	1.5081315208249324	0.08415743544253834	1.9638278472918657e-8	2.0808292240914786e-8	5.444846903456207e-9
Deep-layer intratelencephalic	0.00212952524886922	0.00212952524886922	yes	scz2022_eur	2.8583092799293652	Hippocampal CA1-3	0.13561372880676392	0.2041167411800965	0.01151613585263863	1.50513331486477	0.08491865797044772	3.4201026381424645e-8	1.7917953767225576e-8	6.268724624393469e-9
Deep-layer intratelencephalic	3.4210386048794117e-4	6.842077209758823e-4	yes	scz2022_eur	3.395830274140758	Hippocampal CA4	0.13561372880676392	0.20371701402434503	0.01149774008184976	1.5021857729066763	0.08478300967767723	3.80113387455344e-8	2.008775214873152e-8	5.9154170047012414e-9
Deep-layer intratelencephalic	4.6972948277046456e-5	1.767499025371322e-4	yes	scz2022_eur	3.9057183178503183	LAMP5-LHX6 and Chandelier	0.13561372880676392	0.2041109795796198	0.01135518276075893	1.5050908294871652	0.08373180842876864	2.0837279273619137e-8	2.1947172857636698e-8	5.619241090001665e-9
Deep-layer intratelencephalic	0.00117838953011384	0.00134673089155867	yes	scz2022_eur	3.041148061575538	Upper-layer intratelencephalic	0.13561372880676392	0.2044169230378464	0.01146622979934669	1.5073468212729422	0.08455065648762548	2.4910550250066995e-8	1.9827804727102347e-8	6.519841956274265e-9
Eccentric medium spiny neuron	0.00152035936397076	0.00152035936397076	yes	scz2022_eur	2.96359127079615	Amygdala excitatory	0.13994057195924484	0.2003546495285388	0.0104861936784103	1.4317123813591994	0.07493319150835127	4.013566689296693e-8	1.4187389341237753e-8	4.787228752170808e-9
Eccentric medium spiny neuron	6.702625033986331e-4	8.936833378648441e-4	yes	scz2022_eur	3.2071598180706276	CGE interneuron	0.13994057195924484	0.20045790694241897	0.01030741268202034	1.432450247529349	0.07365564208943057	2.1980536594367196e-8	1.5281072222660913e-8	4.764674381538537e-9
Eccentric medium spiny neuron	3.4119179840519376e-4	8.098946400812324e-4	yes	scz2022_eur	3.39656094521404	Deep-layer corticothalamic and 6b	0.13994057195924484	0.20010513412550143	0.01041800552957101	1.4299293716176782	0.07444592646516458	3.7531334103911554e-8	1.5990572566045857e-8	4.707871527692604e-9
Eccentric medium spiny neuron	5.061841500507702e-4	8.098946400812324e-4	yes	scz2022_eur	3.287066761373066	Deep-layer intratelencephalic	0.13994057195924484	0.20040068943047817	0.01029500790000469	1.4320413774558622	0.07356699887580087	2.1992966189038685e-8	1.5019248230862843e-8	4.5691947627461744e-9
Eccentric medium spiny neuron	0.00109785785879257	0.00125469469576293	yes	scz2022_eur	3.0623976203027916	Hippocampal CA1-3	0.13994057195924484	0.2002371218492333	0.01045559799214089	1.430872541435294	0.0747145580853128	3.849095350137811e-8	1.4833623182352684e-8	4.8437939880863765e-9
Eccentric medium spiny neuron	2.8285999001886886e-4	8.098946400812324e-4	yes	scz2022_eur	3.4475384009140795	Hippocampal CA4	0.13994057195924484	0.19998881752352168	0.01040684379895862	1.4290981859196974	0.0743661659607153	3.870416874542624e-8	1.614142806714516e-8	4.682015452783768e-9
Eccentric medium spiny neuron	3.286538042946985e-4	8.098946400812324e-4	yes	scz2022_eur	3.406793816324462	LAMP5-LHX6 and Chandelier	0.13994057195924484	0.19997943267028828	0.01032235189891582	1.429031122786383	0.07376239609712346	2.887439800963151e-8	1.640740087918888e-8	4.816082734613677e-9
Eccentric medium spiny neuron	4.3107715762946697e-4	8.098946400812324e-4	yes	scz2022_eur	3.332028483756069	Upper-layer intratelencephalic	0.13994057195924484	0.20011926548386968	0.01038766005599626	1.4300303527568172	0.07422908103463724	3.2119163153945916e-8	1.544528283879532e-8	4.635399401323376e-9
Hippocampal CA1-3	0.00127744091425163	0.00142738862118518	yes	scz2022_eur	3.016764538049872	Amygdala excitatory	0.13993486837039576	0.20147167377856917	0.00944519221325248	1.4397531946454596	0.06749706004833521	6.271975019063081e-10	1.5857444809360224e-8	5.256441001395143e-9
Hippocampal CA1-3	3.2831606265881774e-6	1.6271426072744788e-5	yes	scz2022_eur	4.507282406573527	CGE interneuron	0.13993486837039576	0.20106671495340492	0.00940880948992983	1.4368592852869118	0.06723706249557121	5.645619437304127e-10	1.984438645174237e-8	4.402738648636892e-9
Hippocampal CA1-3	5.088183360379972e-5	1.0176366720759944e-4	yes	scz2022_eur	3.886347829307984	Deep-layer corticothalamic and 6b	0.13993486837039576	0.20179589833234832	0.00949819802572775	1.4420701622286995	0.06787584921712882	6.226257671268304e-10	1.8410109864844362e-8	4.737123560070671e-9
Hippocampal CA1-3	0.00142738862118518	0.00142738862118518	yes	scz2022_eur	2.9829574020447382	Deep-layer intratelencephalic	0.13993486837039576	0.20142901826788112	0.00947164173035795	1.4394483706142172	0.06768607310429106	7.21486862266849e-10	1.5306006970446538e-8	5.1311517086883885e-9
Hippocampal CA1-3	2.3762919626135748e-5	6.336778566969532e-5	yes	scz2022_eur	4.0674723814301	Eccentric medium spiny neuron	0.13993486837039576	0.20152574019729008	0.00945151254406423	1.4401395630992306	0.0675422262809215	5.968642556337085e-10	1.847742166616704e-8	4.542728243349616e-9
Hippocampal CA1-3	7.822235330151583e-4	0.00104296471068687	yes	scz2022_eur	3.1624553837461997	Hippocampal CA4	0.13993486837039576	0.2010034553024645	0.0095015474093539	1.436407220324997	0.06789978452121104	9.405206869080704e-10	1.7491422506708552e-8	5.530962617404095e-9
Hippocampal CA1-3	4.067856518186197e-6	1.6271426072744788e-5	yes	scz2022_eur	4.461581138423845	LAMP5-LHX6 and Chandelier	0.13993486837039576	0.2009452144785479	0.00948360209270494	1.435991020813075	0.06777154402720167	8.97994444571647e-10	1.99316139747307e-8	4.467387985635065e-9
Hippocampal CA1-3	1.9644086689396545e-4	3.1430538703034475e-4	yes	scz2022_eur	3.5448196986439413	Upper-layer intratelencephalic	0.13993486837039576	0.2016290426265356	0.00949670191837603	1.4408777810319626	0.06786515776210308	6.680681064781365e-10	1.7596566789429773e-8	4.964023077439251e-9
Hippocampal CA4	0.00500722232261241	0.00667629643014988	yes	scz2022_eur	2.575330146622792	Amygdala excitatory	0.13866112277830536	0.19281458557789904	0.00889072943850259	1.3905453937956027	0.06411840074825656	6.8480981840084045e-9	1.0820032678407174e-8	4.2014157651189815e-9
Hippocampal CA4	1.617232601314189e-4	0.00103198164108553	yes	scz2022_eur	3.5957594985264145	CGE interneuron	0.13866112277830536	0.1936877571931266	0.00904830534617588	1.3968425562426687	0.06525481090069153	6.57551486414952e-9	1.512011816813605e-8	4.204985949236165e-9
Hippocampal CA4	0.00164127112512091	0.00328254225024182	yes	scz2022_eur	2.939960372901939	Deep-layer corticothalamic and 6b	0.13866112277830536	0.19318028761201564	0.0090633400946371	1.3931827735224442	0.06536323890242673	1.0163925531532013e-8	1.2983241269415144e-8	4.416127982228485e-9
Hippocampal CA4	0.00989073722553879	0.01130369968633004	yes	scz2022_eur	2.330467146875701	Deep-layer intratelencephalic	0.13866112277830536	0.19286318702845573	0.00892142198865672	1.390895899038766	0.06433975010371511	7.54303027069927e-9	1.0525868340388333e-8	4.5166345101666214e-9
Hippocampal CA4	6.182865302506446e-4	0.00164876408066838	yes	scz2022_eur	3.230307124931625	Eccentric medium spiny neuron	0.13866112277830536	0.19344193454863912	0.00915300352189955	1.395069725909537	0.06600987600925164	1.2068839168797596e-8	1.3713270072832398e-8	4.2451907953249685e-9
Hippocampal CA4	0.08574317226338857	0.08574317226338857	no	scz2022_eur	1.3674434708980563	Hippocampal CA1-3	0.13866112277830536	0.19278293982396447	0.00915906254518003	1.390317170099584	0.06605357263566773	1.6432166882827605e-8	7.321833620698433e-9	5.3543958317266935e-9
Hippocampal CA4	2.579954102713833e-4	0.00103198164108553	yes	scz2022_eur	3.4723148373041917	LAMP5-LHX6 and Chandelier	0.13866112277830536	0.1932107846958211	0.00908903297530968	1.3934027132084528	0.06554853150757652	1.0728274385139144e-8	1.4746636233679528e-8	4.246917956647158e-9
Hippocampal CA4	0.00277712023733078	0.00444339237972926	yes	scz2022_eur	2.7729983359824693	Upper-layer intratelencephalic	0.13866112277830536	0.19363351320082584	0.00912796601706547	1.3964513579657916	0.0658293098611316	1.0170836097774996e-8	1.2916723975269309e-8	4.658035242092178e-9
LAMP5-LHX6 and Chandelier	0.01038733146064463	0.01384977528085951	yes	scz2022_eur	2.3120548122264686	Amygdala excitatory	0.13366159164685928	0.1842556876666351	0.00980943101798871	1.3785238182218271	0.07339005092731296	9.900557062984469e-7	1.1727914108048193e-8	5.0725069518375356e-9
LAMP5-LHX6 and Chandelier	0.09080708563116058	0.09080708563116058	no	scz2022_eur	1.3358014734394976	CGE interneuron	0.13366159164685928	0.18479452306540609	0.00960844460168672	1.382555158804652	0.07188635481068283	4.343597857239959e-7	6.500447439372811e-9	4.8663274959826846e-9
LAMP5-LHX6 and Chandelier	0.00386572693979081	0.01384977528085951	yes	scz2022_eur	2.6635777673916095	Deep-layer corticothalamic and 6b	0.13366159164685928	0.18440637739550456	0.00965321431591221	1.3796512156066163	0.07222130304580315	6.481559724421448e-7	1.2803831961886652e-8	4.807005118692367e-9
LAMP5-LHX6 and Chandelier	0.00974816045879245	0.01384977528085951	yes	scz2022_eur	2.3359025523602015	Deep-layer intratelencephalic	0.13366159164685928	0.1848121759029573	0.0095616782663542	1.382687229935436	0.07153646869338982	4.0960024392259146e-7	1.1585301233904706e-8	4.959668040175259e-9
LAMP5-LHX6 and Chandelier	0.0140681780600792	0.01607791778294766	yes	scz2022_eur	2.195379922320347	Eccentric medium spiny neuron	0.13366159164685928	0.18453118993941467	0.00974485567878053	1.3805850107408226	0.0729069253082586	7.596921634299491e-7	1.1125135497601544e-8	5.067521746232941e-9
LAMP5-LHX6 and Chandelier	0.0084761274696421	0.01384977528085951	yes	scz2022_eur	2.387741628563768	Hippocampal CA1-3	0.13366159164685928	0.1842366068917056	0.00972246871132396	1.378381063862146	0.07273943540199057	8.036844589674813e-7	1.17595865332216e-8	4.924982834216875e-9
LAMP5-LHX6 and Chandelier	0.00657566557174671	0.01384977528085951	yes	scz2022_eur	2.479644822057197	Hippocampal CA4	0.13366159164685928	0.1842950545085305	0.00968658447569701	1.3788183444309672	0.0724709645931006	7.036329037827047e-7	1.2118147598854974e-8	4.887049746423502e-9
LAMP5-LHX6 and Chandelier	0.00985782290716374	0.01384977528085951	yes	scz2022_eur	2.331715823755662	Upper-layer intratelencephalic	0.13366159164685928	0.18420073069222231	0.00971505146329196	1.3781126531763142	0.07268394266140138	8.249252627843479e-7	1.1639602933073314e-8	4.991861707369455e-9
Upper-layer intratelencephalic	0.04556276149973315	0.05207172742826645	no	scz2022_eur	1.6894902278654478	Amygdala excitatory	0.1266802311429707	0.18046337182400485	0.01102158193038697	1.424558277134297	0.08700317193097061	4.326548462666571e-6	1.0745930609856123e-8	6.3604573927798645e-9
Upper-layer intratelencephalic	0.00149338659882802	0.00722573955045513	yes	scz2022_eur	2.9690959487700956	CGE interneuron	0.1266802311429707	0.18067069396870403	0.01081337516611851	1.4261948556503656	0.08535961032400226	2.6645361120777176e-6	1.6302071140776613e-8	5.490584144823446e-9
Upper-layer intratelencephalic	0.0074731819476983	0.01195709111631728	yes	scz2022_eur	2.4336760791207257	Deep-layer corticothalamic and 6b	0.1266802311429707	0.18110437936551527	0.01105915310851819	1.429618321118484	0.08729975473471378	3.6111641082784846e-6	1.470117200981555e-8	6.040726675148571e-9
Upper-layer intratelencephalic	0.17441718772965698	0.17441718772965698	no	scz2022_eur	0.9368526167293412	Deep-layer intratelencephalic	0.1266802311429707	0.18087069901925032	0.01088439915850889	1.4277736738190865	0.08592026601391985	2.8326254767374916e-6	6.059524538896946e-9	6.467959240004509e-9
Upper-layer intratelencephalic	0.00321500152469167	0.00857333739917779	yes	scz2022_eur	2.7250074791270515	Eccentric medium spiny neuron	0.1266802311429707	0.1808109787174965	0.0108832458005376	1.4273022482366176	0.08591116153123231	2.7887244607273674e-6	1.4887488890945898e-8	5.463283680863534e-9
Upper-layer intratelencephalic	0.02353861224381526	0.03138481632508701	yes	scz2022_eur	1.9856047872064568	Hippocampal CA1-3	0.1266802311429707	0.18091048688810724	0.0111281657846117	1.4280877549389102	0.08784453331200914	4.381921021595298e-6	1.227799124911026e-8	6.1835020383810326e-9
Upper-layer intratelencephalic	0.00619261704424389	0.01195709111631728	yes	scz2022_eur	2.5009737991802417	Hippocampal CA4	0.1266802311429707	0.18090078855921057	0.01109440660685926	1.4280111973828562	0.08757804202565883	4.2059055059042574e-6	1.500329431068372e-8	5.998981003160223e-9
Upper-layer intratelencephalic	0.00180643488761378	0.00722573955045513	yes	scz2022_eur	2.910122623236724	LAMP5-LHX6 and Chandelier	0.1266802311429707	0.18033107848406604	0.0108811547162393	1.4235139678624775	0.08589465473866155	3.345721723941228e-6	1.631071337508169e-8	5.604819963545191e-9
